,Number,ratings2,ratings1,counts2,counts1,dev2,dev1,Text,length,word_leng,group
88,89,3.6061783488497348,3.3480262192437733,25994,20443.0,4.6654631566341696,4.964334288008517,"A radio conversation between a US naval ship and Canadian authorities.Americans:Please divert your course 15 degrees to the North to avoid a collision.Canadians:Recommend you divert YOUR course 15 degrees to the South to avoid a collision.Americans:This is the captain of a US Navy ship. I say again, divert YOUR course.Canadians:No. I say again, you divert YOUR course.Americans:This is the aircraft carrier USS Lincoln, the second largest ship in the United States Atlantic Fleet. We are accompanied by three destroyers, three cruisers and numerous support vessels. I demand that you change your course 15 degrees North, thats ONE FIVE DEGREES NORTH, or counter-measures will be undertaken to ensure the safety of this ship.Canadians:This is a lighthouse. Your call.",117,long,7
89,90,1.7335082458770614,0.3693819553899792,6003,20937.0,5.262132387317641,5.3307373154967035,Q:How many programmers does it take to change a lightbulb?A:NONE! Thats a hardware problem.,14,very short,2
90,91,1.9633747113163973,1.9070755708416915,10825,20934.0,5.044755866097319,5.163323737910862,"A Panda walks into a bar, sits down at a table and orders a beer and a double cheeseburger. After he is finished eating, he pulls out a gun and rips the place with gunfire. Patrons scatter and dive under chairs and tables as the bear runs out the door. After ensuring that no one is hurt, the bartender races out the door, and calls after the bear:What the hell did you do that for? The bear calls back, Im a Panda. Look it up in the dictionary.The bartender returns, pulls out his dictionary.panda:\Panda\, n. (Zo[o]l.)A small Asiatic mammal (Ailurus fulgens) having fine soft fur. It is related to the bears, and inhabits the mountains of Northern India. Eats shoots and leaves.",122,long,7
91,92,1.9852603102359283,1.1217818421796937,10766,21214.0,5.1160351172782494,5.161331981827299,"Early one morning a mother went to her sleeping son and woke him up.Wake up, son. Its time to go to school.But why, Mama? I dont want to go to school.Give me two reasons why you dont want to go to school.One, all the children hate me. Two, all the teachers hate me.Oh, thats no reason. Come on, you have to go to school.Give me two good reasons why I should go to school.One, you are fifty-two years old. Two, you are the principal of the school.",87,long,6
92,93,2.798528803748622,2.250617967078956,14512,21506.0,4.438164236262266,4.736523613847436,"Reaching the end of a job interview, the human resources person asked a young engineer fresh out of Stanford,And what starting salary were you looking for?The engineer said, In the neighborhood of $125,000 a year, depending on the benefits package.The interviewer said, Well, what would you say to a package of 5-weeks vacation, 14 paid holidays, full medical and dental, company matching retirement fund to 50% of salary, and a company car leased every 2 years--say, a red Corvette?The engineer sat up straight and said, Wow! Are you kidding?And the interviewer replied, Yeah, but you started it.",97,long,7
93,94,1.940943424170616,1.0829639317180464,8440,21792.0,5.112563943721006,5.189510651334506,"Two atoms are walking down the street when one atom says to the other, Oh, my! Ive lost an electron!The second atom says, Are you sure?The first replies, Im positive!,",30,short,8
94,95,1.1954652532391048,1.034981128643539,8490,21991.0,5.15044148196856,5.201244246175593,"Just a thought.Before criticizing someone, walk a mile in their shoes.Then, when you do criticize them, you will be a mile away and have their shoes!",26,short,7
95,96,2.3173266594338693,1.3730266660650643,10139,22163.0,4.834848361959813,4.8952984050670345,"Two attorneys went into a diner and ordered two drinks. Then they produced sandwiches from their briefcases and started to eat. The owner became quite concerned and marched over and told them, You cant eat your own sandwiches in here!The attorneys looked at each other, shrugged their shoulders and then exchanged sandwiches.",52,medium,7
96,97,2.9072963169642856,1.4891062245078897,14336,22556.0,4.692273554237309,5.09077273503209,"A teacher is explaining to her class how different languages use negatives differently. She says, In all languages, a positive followed by a negative or a negative followed by a positive makes a negative. In some languages, two negatives together make a positive, while in others they make a negative. But in no language do two positives make a negative.One of the students puts up his hand and says, Yeah, right.",71,medium,1
97,98,2.2554748230653208,0.8698643649815023,8619,22708.0,5.3910289774809135,5.361474510839753,"Age and Womanhood: 1. Between the ages of 13 and 18.She is like Africa, virgin and unexplored. 2. Between the ages of 19 and 35.She is like Asia, hot and exotic. 3. Between the ages of 36 and 45.She is like America, fully explored, breathtakingly beautiful, and free with her resources. 4. Between the ages of 46 and 56.She is like Europe, exhausted but still has points of interest. 5. After 56 she is like Australia.Everybody knows its down there, but who gives a damn?,",85,long,8
98,99,1.9397039897039896,-0.03618897705709863,7770,23188.0,5.130790884741629,5.232240409627614,A bus station is where a bus stops.A train station is where a train stops.On my desk I have a work station.,22,short,5
99,100,1.0409226190476188,1.1168123525187348,168,19494.0,5.437648356841307,5.327569361045606,Q:Whats the difference between greeting a queen and greeting the President of the United States?A:You only have to get on one knee to greet the queen.,26,short,3
100,101,-0.24230216184053946,,5042,,5.254149220223344,,Did you hear about the Buddhist who refused Novocaine during a root canal? He wanted to transcend dental medication.,19,short,1
101,102,1.1586942846872754,,6955,,5.1711519602269735,,"A man escaped jail by digging a hole from his jail cell to the outside world. When finally his work was done, he emerged in the middle of a preschool playground.Im free, Im free! he shouted. So what? said a little girl. Im four.",44,medium,6
102,103,0.8121501670843776,,5985,,5.282643668807958,,"Nurse:Doctor, Doctor, theres an invisible man in the waiting room!Doctor:Well, go in there and tell him that I cant see him!,",21,short,9
103,104,3.4229731948865645,,19791,,4.283543520319394,,"As a pre-med student, I had to take a difficult class in physics. One day our professor was discussing a particularly complicated concept. A student rudely interrupted to ask, Why do we have to learn this stuff?To save lives. The professor responded quickly and continued the lecture.A few minutes later, the same student spoke up again. So how does physics save lives? he persisted.It usually keeps the idiots like you out of medical school, replied the professor.",77,medium,6
104,105,3.7110696118418036,,21821,,4.32352693853385,,"A couple of hunters are out in the woods in the deep south when one of them falls to the ground. He doesnt seem to be breathing, and his eyes are rolled back in his head.The other guy whips out his cell phone and calls 911. He gasps to the operator, My friend is dead! What can I do?The operator, in a calm and soothing voice, says, Alright, take it easy. I can help. First, lets make sure hes dead.There is silence, and then a gun shot is heard.The hunter comes back on the line. Okay. Now what??",98,long,0
105,106,3.3377221810255717,,22251,,4.657986866481694,,"An engineer dies and reports to the pearly gates. St. Peter checks his dossier and says, Ah, youre an engineer--youre in the wrong place. So, the engineer reports to the gates of hell and is let in. Pretty soon, the engineer gets dissatisfied with the level of comfort in hell, and starts designing and building improvements. After awhile, theyve got air conditioning, flush toilets and escalators, and the engineer is a pretty popular guy. One day, God calls Satan up on the telephone and says with a sneer, So, hows it going down there in hell?Satan replies, Hey, things are going great. Weve got air conditioning, flush toilets and escalators, and theres no telling what this engineer is going to come up with next.God replies, What?? Youve got an engineer? Thats a mistake--he should never have gotten down there; send him up here.Satan says, No way. I like having an engineer on the staff, and Im keeping him.God says, Send him back up here or Ill sue.Satan laughs uproariously and answers, Yeah, right. And just where are YOU going to get a lawyer?",183,very long,7
106,107,2.5852489571314456,,11267,,4.731243989332478,,"(A) The Japanese eat very little fat and suffer fewer heart attacks than the British or Americans. (B) On the other hand, the French eat a lot of fat and also suffer fewer heart attacks than the British or Americans. (C) The Chinese drink very little red wine and suffer fewer heart attacks than the British or Americans. (D) The Italians drink excessive amounts of red wine and also suffer fewer heart attacks than the British or Americans. (E) Conclusion:Eat and drink what you like. Its speaking English that kills you.",91,long,5
107,108,3.2602901585402333,,16715,,4.348075947170166,,"A man approached a very beautiful woman in a large supermarket and asked, You know, Ive lost my wife here in the supermarket. Can you talk to me for a couple of minutes?Why?Because every time I talk to a beautiful woman my wife appears out of nowhere.",47,medium,8
108,109,2.0866001241208108,,9668,,4.7161452114859435,,"Do you believe in life after death? the boss asked one of his employees.Yes, sir, the new recruit replied. Well, then, that makes everything just fine. the boss went on. After you left early yesterday to go to your grandmothers funeral, she stopped in to see you.",47,medium,5
109,110,2.771442897593204,,10595,,4.7437994442082685,,"One day, a professor was giving a big test to his students. He handed out the tests and went back to his desk to wait. Once the test was over, the students all handed the tests back in.The professor noticed that one of the students had attached a $100 bill to his test with a note saying:A dollar per point.The next class the professor handed the tests back out. This student got back his test.and $64 change!",77,medium,7
110,111,2.8015024918101346,,14347,,4.604390520429813,,"A new business was opening and one of the owners friends wanted to send him flowers for the occasion. They arrived at the new business site and the owner read the card, Rest in Peace.The owner was angry and called the florist to complain.After he had told the florist of the obvious mistake and how angry he was, the florist replied, Sir, Im really sorry for the mistake, but rather than getting angry, you should imagine this:somewhere there is a funeral taking place today, and they have flowers with a note saying, Congratulations on your new location!",97,long,5
111,112,2.2594189753737908,,11370,,4.8934958563391415,,"When my three-year-old son opened the birthday gift from his grandmother, he discovered a water pistol. He squealed with delight and headed for the nearest sink. I was not so pleased. I turned to Mom and said, Im surprised at you. Dont you remember how we used to drive you crazy with water guns?Mom smiled and then replied.I remember.",59,medium,6
112,113,1.4374303698752229,,8976,,5.130675423015459,,"The new employee stood before the paper shredder looking confused.Need some help? a secretary asked.Yes, he replied. How does this thing work?Simple, she said, taking the fat report from his hand and feeding it into the shredder.Thanks, but where do the copies come out?",44,medium,5
113,114,3.1927438525388725,,25661,,4.5078410768856845,,"Sherlock Holmes and Dr. Watson go on a camping trip, set up their tent, and fall asleep. Some hours later, Holmes wakes his faithful friend. Watson, look up at the sky and tell me what you see.Watson replies, I see millions of stars.What does that tell you?Watson ponders for a minute. Astronomically speaking, it tells me that there are millions of galaxies and potentially billions of planets. Astrologically, it tells me that Saturn is in Leo. Timewise, it appears to be approximately a quarter past three. Theologically, its evident the Lord is all-powerful and we are small and insignificant. Meteorologically, it seems we will have a beautiful day tomorrow. What does it tell you?Holmes is silent for a moment, then speaks. Watson, you idiot, someone has stolen our tent.",129,long,8
114,115,1.6263801050487727,,9329,,5.628806168884774,,"A lady bought a new Lexus. It cost a bundle. Two days later, she brought it back, complaining that the radio was not working.Madam, said the sales manager, the audio system in this car is completely automatic. All you need to do is tell it what you want to listen to, and you will hear exactly that!She drove out, somewhat amazed and a little confused. She looked at the radio and said, Nelson. The radio responded, Ricky or Willie? She was astounded. If she wanted Beethoven, thats what she got. If she wanted Nat King Cole, she got it.She was stopped at a traffic light enjoying On the Road Again when the light turned green and she pulled out. Suddenly an enormous sports utility vehicle coming from the street she was crossing sped toward her, obviously not paying attention to the light. She swerved and narrowly missed a collision.Idiot! she yelled and, from the radio, Ladies and gentlemen, the President of the United States.",164,very long,4
115,116,1.7471762048192772,,166,,5.570009850398509,,"A man in a hot air balloon realized he was lost. He reduced altitude and spotted a woman below.He descended a bit more and shouted, Excuse me, can you help me? I promised a friend I would meet him an hour ago, but I dont know where I am.The woman below replied, You are in a hot air balloon hovering approximately 30 feet above the ground. You are between 40 and 41 degrees north latitude and between 59 and 60 degrees west longitude.You must be an engineer, said the balloonist.I am, replied the woman. How did you know?Well, answered the balloonist, everything you told me is technically correct, but I have no idea what to make of your information, and the fact is, I am still lost. Frankly, youve not been much help so far.The woman below responded, You must be in management.I am, replied the balloonist, but how did you know?Well, said the woman, you dont know where you are or where you are going. You have risen to where you are due to a large quantity of hot air. You made a promise that you have no idea how to keep, and you expect people beneath you to solve your problems. The fact is, you are in exactly the same position you were in before we met, but now, somehow, its my fault!,",225,very long,8
116,117,3.212989035803678,,18378,,4.4179940598132434,,"A man joins a big corporate empire as a trainee.On his very first day of work, he dials the pantry and shouts into the phone:Get me a coffee, quickly!The voice from the other side responds, You fool, youve dialed the wrong extension! Do you know who youre talking to, dumbo?No, replied the trainee.Its the CEO of the company, you fool!The trainee shouts back, And do YOU know who YOU are talking to, you fool?!No. replied the CEO indignantly.Good! replied the trainee, and puts down the phone.",86,long,5
117,118,1.9833380020686089,,11602,,4.7810004686083865,,"A man goes into a drug store and asks the pharmacist if he can give him something for the hiccups. The pharmacist promptly reaches out and slaps the mans face. What the heck did you do that for?! the man screams. Well, you dont have the hiccups anymore, do you?The man says, No I dont, you IDIOT.but my wife out in the car still does!",65,medium,9
118,119,2.7979773507586665,,18058,,4.760855024517711,,"One day the first grade teacher was reading the story of the Three Little Pigs to her class. She came to the part of the story where the first pig was trying to accumulate the building materials for his home. She read, .and so the pig went up to the man with the wheelbarrow full of straw and said, Pardon me sir, but may I have some of that straw to build my house?The teacher paused then asked the class, And what do you think that man said?One little boy raised his hand and said, I know.he said, Holy Shit! A talking pig!",103,long,6
119,120,1.6161993577075098,,11132,,5.397831887920924,,"Judy was having trouble with her computer, so she called Tony, the computer guy, over to her desk. Tony clicked a couple buttons and solved the problem. As he was walking away, Judy called after him, So, what was wrong?And he replied, It was an ID Ten T Error.A puzzled expression ran riot over Judys face. An ID Ten T Error? Whats that.in case I need to fix it again?He gave her a grin.Havent you ever heard of an ID Ten T Error before?No, replied Judy.Write it down, he said, and I think youll figure it out. (She wrote.) I D 1 0 T",104,long,5
120,121,2.370295465089306,,12933,,4.828754581780976,,"A drunk staggers into a Catholic Church, enters a confessional booth, sits down, but says nothing. The Priest coughs a few times to get his attention but the drunk just sits there. Finally, the Priest pounds three times on the wall.The drunk mumbles, Aint no use knockin, theres no paper on this side either.",54,medium,7
121,122,2.568051686784277,,9693,,5.0345989629850525,,"An astronomer, a physicist and a mathematician (it is said) were holidaying in Scotland. Glancing from a train window, they observed a black sheep in the middle of a field.How interesting, observed the astronomer, All Scottish sheep are black!To which the physicist responded, No, no! Some Scottish sheep are black!The mathematician gazed heavenward in supplication, and then intoned, In Scotland there exists at least one field, containing at least one sheep, at least one side of which is black.",79,medium,7
122,123,-0.233593134357762,,5076,,5.90332708486438,,"When most people claim to be killing time, its only an expression. When Chuck Norris kills time, the minutes actually cease to exist.",23,short,8
123,124,-2.1618606780061422,,4233,,6.0828129766320345,,"Person 1:Hey, wanna hear a great knock-knock joke?Person 2:Sure, What is it?Person 1:Okay, you start.Person 2:Knock-knock.Person 1:Whos there?Person 2:.Person 1:Hah!",20,short,7
124,125,2.820172745388822,,10789,,4.891261070971007,,"An American tourist goes into a restaurant in Spain and orders the specialty of the house. When his dinner arrives, he asks the waiter what it is. These, senor, replied the waiter in broken English, are the testicles of the bull killed in the ring today.The tourist swallowed hard but tasted the dish and thought it was delicious. So he comes back the next evening and orders the same item. When it is served, he says to the waiter, These testicles.are much smaller than the ones I had last night.Yes, senor, replied the waiter, You see.the bull, he does not always lose.",102,long,1
125,126,3.1863954790292315,,16523,,4.532138900944402,,"A Briton, a Frenchman and a Russian are viewing a painting of Adam and Eve frolicking in the Garden of Eden. Look at their reserve, their calm, muses the Brit. They must be British.Nonsense, the Frenchman disagrees. Theyre naked, and so beautiful. Clearly, they are French.No way! They have no clothes and no shelter, the Russian points out, They have only an apple to eat, and they are being told they live in a paradise. Obviously, they are Russian.",79,medium,8
126,127,3.1747461493181595,,20386,,4.984919696659857,,"A little boy goes to his dad and asks, What is politics?His dad says, Well son, let me try to explain it this way:Im the breadwinner of the family, so lets call me capitalism. Your Mom, shes the administrator of the money, so well call her the government. Were here to take care of your needs, so well call you the people. The nanny, well consider her the working class. And your baby brother, well call him the future. Now, think about that and see if that makes sense.So the little boy goes off to bed thinking about what dad had said. Later that night, he hears his baby brother crying, so he gets up to check on him. He finds that the baby has severely soiled his diaper. So the little boy goes to his parents room and finds his mother sound asleep. Not wanting to wake her, he goes to the nannys room. Finding the door locked, he peeks in the keyhole and sees his father in bed with the nanny. He gives up and goes back to bed. The next morning, the little boy says to his father, Dad, I think I understand the concept of politics now. The father says, Good, son. Tell me in your own words what you think politics is all about.The little boy replies, Well, while capitalism is screwing the working class, the government is sound asleep, the people are being ignored and the future is in deep shit.",247,very long,6
127,128,2.5891908683364195,,10261,,4.98711214999655,,"An American, a Scot and a Canadian were in a terrible car accident. They were all brought to the same emergency room, but all three of them died before they arrived.Just as they were about to put the toe tag on the American, he stirred and opened his eyes. Astonished, the doctors and nurses present asked him what happened.Well, said the American, I remember the crash, and then there was a beautiful light, and then the Canadian and the Scot and I were standing at the gate s of heaven. St. Peter approached us and said that we were all to young to die, and that for a donation of $50, we could return to earth. So of course I pulled out my wallet and gave him the $50, and the next thing I knew I was back here.Thats amazing! said the one of the doctors, But what happened to the other two?Last I saw them, replied the American, the Scot was haggling over the price and the Canadian was waiting for the government to pay his.",177,very long,1
128,129,3.583135220690009,,19507,,4.674894945183358,,"A group of girlfriends is on vacation when they see a 5-story hotel with a sign that reads:For Women Only. Since they are without their boyfriends and husbands, they decide to go in. The bouncer, a very attractive guy, explains to them how it works. We have 5 floors. Go up floor by floor, and once you find what you are looking for, you can stay there. Its easy to decide since each floor has a sign telling you whats inside.So they start going up and on the first floor the sign reads:All the men on this floor are short and plain. The friends laugh and without hesitation move on to the next floor. The sign on the second floor reads:All the men here are short and handsome. Still, this isnt good enough, so the friends continue on up. They reach the third floor and the sign reads:All the men here are tall and plain.They still want to do better, and so, knowing there are still two floors left, they continued on up. On the fourth floor, the sign is perfect:All the men here are tall and handsome. The women get all excited and are going in when they realize that there is still one floor left. Wondering what they are missing, they head on up to the fifth floor. There they find a sign that reads:There are no men here. This floor was built only to prove that there is no way to please a woman.",247,very long,7
129,130,1.4696917964126377,,10983,,4.995661876666572,,"An old man goes to the doctor for his yearly physical, his wife tagging along. When the doctor enters the examination room, he tells the old man, I need a urine sample, a stool sample and a sperm sample.The old man, being hard of hearing, looks at his wife and yells:WHAT? What did he say? Whats he want?His wife yells back, He needs your underwear.",65,medium,9
130,131,0.7434639284631707,,6598,,5.2008001080848185,,"A guy had been feeling down for so long that he finally decided to seek the aid of a psychiatrist.He went there, lay on the couch, spilled his guts then waited for the profound wisdom of the psychiatrist to make him feel better.The psychiatrist asked me a few questions, took some notes then sat thinking in silence for a few minutes with a puzzled look on his face.He looked up with an expression of delight and said, I think your problem is low self-esteem. It is very common among losers.",90,long,8
131,132,3.2477606807221466,,16174,,4.955938913365004,,"Mickey Mouse is having a nasty divorce with Minnie Mouse. Mickey spoke to the judge about the separation.Im sorry Mickey, but I cant legally separate you two on the grounds that Minnie is mentally insane.Mickey replied, I didnt say she was mentally insane, I said that shes fucking Goofy!,",49,medium,0
132,133,1.4430549474605954,,9136,,4.96383960598171,,"The new employee stood before the paper shredder looking confused. Need some help? a secretary, walking by, asked. Yes, he replied, how does this thing work? Simple, she said, taking the fat report from his hand and feeding it into the shredder.Thanks, but where do the copies come out?,",49,medium,5
133,134,3.174689182768451,,15785,,4.364161149144247,,"An artist asked the gallery owner if there had been any interest in his paintings currently on display. Ive got good news and bad news, the owner replied. The good news is that a gentleman inquired about your work and wondered if it would appreciate in value after your death. When I told him it would, he bought all fifteen of your paintings.Thats wonderful! the artist exclaimed. Whats the bad news?With concern, the gallery owner replied:quot;The guy was your doctor.",80,long,9
134,135,1.9604408033320568,,10444,,5.096946951700701,,A guy walked past a mental hospital and heard a moaning voice:13.13.13.13.The man looked over to the hospital and saw a hole in the wall. He looked through the hole and got poked in the eye. The moaning voice then groaned:14.14.14.14.,41,medium,0
135,136,0.4612254433240612,,5752,,5.194836834795528,,"A man went to apply for a job. After filling out all of his applications, he waited anxiously for the outcome.The employer read all his applications and said, We have an opening for people like you.Oh, great, he said. What is it?Its called the door!",45,medium,6
136,137,1.7307769666269368,,8390,,4.90681961642343,,"Deep within a forest, a little turtle began to climb a tree. After hours of effort, he reached the top, jumped into the air waving his front legs and crashed to the ground. After recovering, he slowly climbed the tree again, jumped, and fell to the ground. The turtle tried again and again, while a couple of birds sitting on a branch watched his sad efforts.Finally, the female bird turned to her mate. Dear, she chirped, I think its time to tell him hes adopted.",85,long,0
137,138,2.7997094923918207,,16824,,5.31869039061113,,"WASHINGTON (Reuters) - A tragic fire on Monday destroyed the personal library of President George W. Bush. Both of his books have been lost.Presidential spokesman Ari Fleischer said the president was devastated, as he had not finished coloring the second one.",41,medium,8
138,139,1.5965408181257164,,11343,,5.102215655348892,,"In a Veterans Day speech, President Bush vowed, We will finish the mission. Period. Afterwards, he was advised that he doesnt have to read the punctuation marks.",27,short,7
139,140,0.6315177436921401,,5509,,6.082452672279589,,Chuck Norris calendar goes straight from March 31st to April 2nd; no one fools Chuck Norris.,16,short,6
140,141,-2.7482041994106092,,4072,,5.6731518369777145,,Jack Bauer can get McDonalds breakfast after 10:00.,8,very short,7
141,142,2.0025846124116606,,9056,,5.450572674300148,,"One day, three men went to a shrine to ask the Father for forgiveness.The first man went to the Father.First Man:Father, Father, I have sinned!Father:What have you done?First Man:I have lied!Father:Drink the holy water and you will be saved.And so the man drank the water and was saved.The second man went up to the Father.Second Man:Father, Father, I have sinned!Father:What have you done?Second Man:I have stolen from the jewelers!Father:Drink the holy water and you will be saved.And so the second man drank the holy water and was saved.The third man went up to the Father.Third Man:Father, Father, I have sinned!Father:What have you done?Third Man:I peed in the holy water!,",109,long,6
142,143,2.7188185776985323,,14582,,4.961696473065307,,"A preist, a 12-year-old kid, and the smartest guy in the world are on a plane.The pilot screams, The plane is going down! You have to jump! He then grabs a parachute and jumps off, leaving only two more parachutes on the plane.The smartest guy in the world says, I have to go. I mean, Im the smartest guy in the world! He grabs a parachute, and jumps.The priest then looks at the 12-year-old kid, and says, Go, my son. You have a long life to live.The kid calmly responds:Dude, chill. Well be fine. The smartest guy in the world took my backpack.",103,long,7
143,144,1.8681808859721083,,9752,,4.86888728202416,,"A man is driving in the country one evening when his car stalls and wont start. He goes up to a nearby farm house for help, and because it is suppertime he is asked to stay for supper. When he sits down at the table he notices that a pig is sitting at the table with them for supper and that the pig has a wooden leg.As they are eating and chatting, he eventually asks the farmer why the pig is there and why it has a wooden leg.Oh, says the farmer, that is a very special pig. Last month my wife and daughter were in the barn when it caught fire. The pig saw this, ran to the barn, tipped over a pail of water, crawled over the wet floor to reach them and pulled them out of the barn safely. A special pig like that, you just dont eat it all at once!",155,very long,2
144,145,2.458938402617091,,12533,,4.982529057868675,,"A blonde, brunette, and a red head are all lined up to be shot to death by a firing squad.The brunette shouts, Tornado! and the riflemen turn around to see the tornado. It isnt there, and the brunette uses that time to escape.The red head yells, Lightning! and the riflemen again turn to see the disaster, yet there is no disaster and the red head escapes.The blonde yells, Fire!The riflemen do.",71,medium,0
145,146,0.17649379071661234,,4912,,5.439940947667835,,"America: 8:00 - Welcome to work!, 12:00 - Lunch break, 17:00 - The work day is overJapan, 8:00 - Are you already at work?, 12:00 - Continue your work, 17:00 - The work day is over, 20:00 - Please finish your work. Romania:8:00 - Has anyone come to work?, 12:00 - Did someone start working?, 16:00 - Is anyone at work?",61,medium,5
146,147,1.7827214197594323,,9727,,5.0171200599855394,,"It was the day of the big sale. Rumors of the sale (and some advertising in the local paper) were the main reason for the long line that formed by 8:00, the stores opening time, in front of the store.A small man pushed his way to the front of the line, only to be pushed back, amid loud and colorful curses. On the mans second attempt, he was punched square in the jaw, and knocked around a bit, and then thrown to the end of the line again. As he got up the second time, he said to the person at the end of the line.That does it! If they hit me one more time, I wont open the store!,",120,long,0
147,148,3.0613740241542677,,14987,,4.788643921653249,,"Recently a teacher, a garbage collector, and a lawyer wound up together at the Pearly Gates. St. Peter informed them that in order to get into Heaven, they would each have to answer one question. St. Peter addressed the teacher and asked, What was the name of the ship that crashed into the iceberg? They just made a movie about it.The teacher answered quickly, That would be the Titanic. St. Peter let him through the gate. St. Peter turned to the garbage man and, figuring Heaven didnt really need all the odors that this guy would bring with him, decided to make the question a little harder:How many people died on the ship?Fortunately for him, the trash man had just seen the movie. 1,228, he answered. Thats right! You may enter.St. Peter turned to the lawyer:Name them.",137,long,1
148,149,2.3992153309628006,,10968,,4.789100553980142,,"A little girl asked her father, Daddy? Do all fairy tales begin with Once Upon a Time?He replied, No, there is a whole series of fairy tales that begin with If elected I promise.",34,short,6
149,150,2.8104929141441937,,18170,,4.5618955229776725,,"In an interview with David Letterman, Carter passed along an anecdote of a translation problem in Japan. Carter was speaking at a business lunch in Tokyo, where he decided to open his speech with a brief joke.He told the joke, then waited for the translator to announce the Japanese version. Even though the story was quite short, Carter was surprised by how quickly the interpreter was able to re-tell it. Even more impressive was the reaction from the crowd. Carter thought the story was cute, but not outright hilarious, yet the crowd broke right up. Carter was very flattered.After the speech, Carter wanted to meet the translator to ask him how he told the joke. Perhaps there is better way to tell the joke?When Carter asked how the joke had been told in Japanese, the translator responded, I told them, President Carter has told a very funny joke. Please laugh now.",151,very long,2
